Country,State,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
CN,CN-GS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
CN,CN-GX,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,13,16,19,22,25,29,33,37,42,47,52,58,64,70,76,82,88,95,102,109,116,123,129,135,141,147,153,159,164,169,174,179,183,187,191,194,197,200,202,204,206,208,210,211,212,213,214,215,215,215,215,215,215,215,215,215,215,215
CN,CN-GZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,9,11,13,15,17,20,23,26,29,32,36,40,44,48,52,56,60,64,68,72,76,80,83,86,89,92,95,98,100,102,104,106,108,109,110,111,112,113,114,114,114,114,114,114,114,114,114,114,114,114,114,114
CN,CN-HA,0,0,1,2,3,5,7,10,13,17,21,26,32,39,47,56,67,79,93,108,125,143,163,185,209,234,261,290,320,352,385,419,454,490,527,564,601,638,675,712,748,783,817,850,882,913,942,970,996,1020,1043,1064,1083,1101,1117,1132,1145,1157,1167,1176,1184,1191,1197,1202,1207,1211,1214,1217,1219,1221,1222,1223,1224,1225,1225
CN,CN-HB,17,39,66,100,141,192,254,329,420,528,657,808,985,1192,1432,1708,2024,2386,2798,3263,3787,4373,5026,5749,6546,7420,8374,9408,10526,11726,13008,14372,15816,17335,18926,20584,22303,24076,25895,27751,29636,31542,33458,35374,37281,39169,41028,42850,44626,46350,48013,49610,51136,52586,53959,55251,56462,57590,58637,59604,60493,61306,62046,62718,63325,63871,64360,64796,65183,65526,65828,66094,66327,66529,66705
CN,CN-HE,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,13,16,19,23,27,31,36,41,46,52,58,65,72,79,87,95,103,111,119,127,136,145,154,162,170,178,186,194,201,208,215,221,227,233,238,243,248,252,256,259,262,265,267,269,271,273,274,275,276,277,278,278,278,278,278,278,278
CN,CN-HI,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,8,10,12,14,16,19,22,25,28,31,35,39,43,47,51,55,59,63,67,71,75,79,83,87,91,95,99,103,106,109,112,115,118,120,122,124,126,127,128,129,130,131,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
CN,CN-HK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,20,22,24,26,28,30,32,34,36,38,41,44,47,50,53,56,59,63,67,71,75,80,85,91,97,104,111,119,128,137,147,158,170,183,197
CN,CN-HL,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,14,17,21,25,30,35,41,48,55,63,72,81,91,101,112,124,136,148,161,174,187,201,215,229,243,257,270,283,296,308,320,331,342,352,362,371,379,387,394,400,406,411,416,420,424,427,430,432,434,436,437,438,439,440,441,442,442,442
CN,CN-HN,0,0,1,2,3,4,6,8,11,14,18,23,28,34,41,49,58,68,80,93,107,123,140,158,178,199,222,246,271,297,324,352,381,410,440,470,500,530,560,589,618,646,673,699,724,748,770,791,811,829,846,862,876,889,901,912,921,929,936,942,948,953,957,961,964,967,969,971,972,973,974,975,975,975,975
CN,CN-JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,53,54,55,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
CN,CN-JS,0,0,0,0,0,0,1,2,3,4,6,8,11,14,18,22,27,32,38,45,53,61,70,80,91,103,116,129,143,158,174,190,207,224,242,260,278,296,314,332,350,367,384,401,417,432,447,461,474,486,498,509,519,528,536,544,551,557,562,567,571,575,578,581,583,585,587,588,589,590,591,592,592,592,592
CN,CN-JX,0,0,0,0,1,2,3,5,7,9,12,15,19,24,30,36,43,51,60,71,83,96,110,125,142,160,179,200,222,245,269,294,320,346,373,400,428,456,484,511,538,564,590,615,639,662,684,705,725,743,760,776,791,804,816,827,837,846,854,861,867,872,876,880,883,886,888,890,891,892,893,894,894,894,894
CN,CN-LN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,9,11,13,15,17,19,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,71,73,75,77,79,81,83,84,85,86,87,88,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
CN,CN-MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,20,22,24,26,28,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
CN,CN-NX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,17,19,21,23,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
CN,CN-QH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-SC,0,0,0,0,0,0,1,2,3,4,6,8,10,13,16,20,24,29,34,40,47,54,62,71,80,90,101,112,124,136,149,162,176,190,204,218,232,246,260,274,288,302,316,329,342,354,366,377,388,398,408,417,425,433,440,447,453,459,464,469,473,477,480,483,486,488,490,492,493,494,495,496,497,498,499
CN,CN-SD,0,0,0,0,0,1,2,3,4,6,8,10,13,16,20,24,29,34,40,47,54,62,71,81,91,102,114,127,141,155,170,186,202,219,236,254,272,290,308,327,346,365,384,403,421,439,457,474,491,507,523,538,553,567,580,593,605,616,627,637,646,655,663,670,677,683,688,693,697,701,704,707,710,712,714
CN,CN-SH,0,0,0,0,0,0,0,1,2,3,4,6,8,10,13,16,19,23,27,32,37,42,48,54,61,68,76,84,92,101,110,119,128,137,146,155,164,173,182,191,200,208,216,224,231,238,245,251,257,262,267,272,276,280,284,287,290,293,295,297,299,301,303,305,307,309,311,313,315,317,320,323,326,329,332
CN,CN-SN,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,14,17,20,23,27,31,35,40,45,50,56,62,68,74,80,87,94,101,108,115,122,129,135,141,147,153,158,163,168,173,177,181,185,188,191,194,196,198,200,202,203,204,205,206,207,208,208,208,208,208,208,208,208,208,208,208,208
CN,CN-SX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,9,11,13,15,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59,62,65,68,71,74,77,79,81,83,85,87,89,90,91,92,93,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
CN,CN-TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,9,11,13,15,17,19,22,25,28,31,34,37,40,43,46,49,52,55,58,61,64,67,70,73,76,79,81,83,85,87,89,91,93,94,95,96,97,98,99,100,101,101,101,101,101,101,101,101,101,101,101,101,101
CN,CN-XJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,20,22,24,26,28,30,32,34,36,37,38,39,40,41,42,43,44,45,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
CN,CN-XZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,CN-YN,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,8,10,12,14,17,20,23,26,30,34,38,42,46,50,54,59,64,69,74,79,83,87,91,95,99,103,107,110,113,116,119,122,124,126,128,130,132,133,134,135,136,137,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
CN,CN-ZJ,1,2,3,4,6,8,11,14,18,23,29,36,44,53,63,74,87,101,117,134,153,174,196,220,246,273,302,332,363,396,430,464,499,534,570,606,641,676,710,744,777,809,839,868,896,922,947,970,991,1011,1029,1046,1061,1075,1088,1099,1109,1118,1126,1133,1139,1145,1150,1154,1158,1161,1164,1167,1169,1171,1173,1175,1177,1179,1180
CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,11,14,18,22,27,33,40,48,57,68,80,94,109,126,145,166
CR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,10,13,16,19,23,27,32,37,43,49,56,64
CU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,14,17,21
CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,14,17,20,24,28,33,38,44,50
CZ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,7,10,14,19,25,32,40,49,60,73,88,106,126,149,176,206,240,278,321,368,421,479,542,611,686
DE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,11,15,21,28,38,50,66,86,110,140,177,223,279,347,430,529,648,789,956,1153,1384,1654,1967,2329,2744,3219,3760,4373,5065,5843,6713,7682,8756,9940,11239,12657,14198,15865
DJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,11,15,19,24,30,38,47,57,69,83,99,117,138,161,187,216,248,283,322,364,410,460,514,572,634,700,770,845
DK,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,13,16,19,22,25,29,33
DK,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,11,14,18,23,29,36,44,54,65,78,92,108,126,146,169
DZ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,10,13,16,20,24,29,35,42,50,59,69,80,92,106,121,138
EC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,7,10,13,17,22,28,35,44,54,66,80,97,116,138,163,192,224,260,300,345,394,448
EE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,10,13,16,20,25,30,36,43,51,59,68,78,90,103,117,132,148,165,184
EG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,7,9,11,14,17,21,26,31,37,44,51,59,68,78,89,101,115,130,146,163,181
EH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,11,17,25,35,48,65,87,114,149,192,246,313,395,494,614,758,930,1135,1377,1662,1996,2385,2835,3354,3949,4629,5402,6277,7263,8369,9603,10974,12490,14157,15982,17970,20125
ET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,8,11,14,18,23,28,34,41,49,58,69,81,95,110,127,146,167,190,215,242,271,303,337
FJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,7,10,14,19,26,34,45,58,74,94,119,149,186,231,284,348,424,514,621,746,895,1068,1270,1504,1774,2083,2435,2834,3287,3798,4371,5013,5731,6529,7412,8387,9457,10628,11903
FR,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FR,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,9,11,13,15
FR,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,8,10,12,14
FR,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6
